Cell Names,Date String,Tower Name,Zip,Attempted,Completed,Dropped,Dropped Call Percentage,F1,Number of Records
Rexus,10/04/2015 14:58,Leaffson,603,1,1,0,0,3137,1
KTV 2,10/04/2015 14:58,Eastower,603,1,1,0,0,3724,1
KTV 2,10/04/2015 14:58,Clown Castle,610,1,1,0,0,4136,1
Rexus,10/04/2015 14:59,Leaffson,603,1,1,0,0,940,1
KTV 2,10/04/2015 14:59,GLU,604,1,1,0,0,3842,1
Rumia,10/04/2015 15:00,GLU,602,1,1,0,0,730,1
Rexus,10/04/2015 15:00,Leaffson,604,1,1,0,0,3833,1
Fallacy,10/04/2015 15:01,Eastower,603,1,1,0,0,3580,1
KTV 2,10/04/2015 15:01,Clown Castle,603,1,1,0,0,2622,1
Iclone,10/04/2015 15:01,Eastower,604,1,1,0,0,3819,1
Rexus,10/04/2015 15:01,Clown Castle,610,1,1,0,0,4229,1
Rexus,10/04/2015 15:01,Reflector Pond,610,1,1,0,0,4247,1
Rexus,10/04/2015 15:02,Reflector Pond,602,1,1,0,0,287,1
Rumia,10/04/2015 15:02,Reflector Pond,602,1,1,0,0,563,1
Rexus,10/04/2015 15:02,Reflector Pond,603,1,1,0,0,1342,1
Shaver,10/04/2015 15:02,Clown Castle,603,1,1,0,0,2114,1
Rexus,10/04/2015 15:03,Reflector Pond,602,1,1,0,0,172,1
Rexus,10/04/2015 15:03,Reflector Pond,603,1,1,0,0,1211,1
Fallacy,10/04/2015 15:03,Eastower,603,1,1,0,0,2360,1
KTV 2,10/04/2015 15:03,Reflector Pond,603,1,1,0,0,2354,1
KTV 2,10/04/2015 15:04,Reflector Pond,602,1,1,0,0,757,1
Rumia,10/04/2015 15:04,Reflector Pond,602,1,1,0,0,881,1
Iclone,10/04/2015 15:05,Eastower,603,1,1,0,0,1032,1
Fallacy,10/04/2015 15:05,Eastower,603,1,1,0,0,3239,1
KTV 2,10/04/2015 15:05,Clown Castle,603,1,1,0,0,1481,1
KTV 2,10/04/2015 15:05,Clown Castle,610,1,1,0,0,4005,1
Rexus,10/04/2015 15:06,Leaffson,602,1,1,0,0,535,1
Rumia,10/04/2015 15:06,Clown Castle,602,1,1,0,0,551,1
Shaver,10/04/2015 15:06,Eastower,602,1,1,0,0,481,1
Iclone,10/04/2015 15:06,Eastower,610,1,1,0,0,4173,1
Shaver,10/04/2015 15:07,Eastower,610,1,1,0,0,4091,1
Fallacy,10/04/2015 15:08,Eastower,602,1,1,0,0,424,1
Iclone,10/04/2015 15:08,Reflector Pond,603,1,1,0,0,2315,1
Fallacy,10/04/2015 15:08,Clown Castle,603,1,1,0,0,1532,1
Fallacy,10/04/2015 15:08,Clown Castle,603,1,1,0,0,1565,1
KTV 2,10/04/2015 15:08,Eastower,603,1,1,0,0,3007,1
Rumia,10/04/2015 15:08,Eastower,603,1,1,0,0,3230,1
Rumia,10/04/2015 15:08,Reflector Pond,603,1,1,0,0,1124,1
KTV 2,10/04/2015 15:08,GLU,610,1,1,0,0,4015,1
Rumia,10/04/2015 15:09,Clown Castle,606,1,1,0,0,3885,1
Fallacy,10/04/2015 15:10,GLU,602,1,1,0,0,723,1
Rexus,10/04/2015 15:10,Eastower,603,1,1,0,0,2950,1
Rexus,10/04/2015 15:11,Reflector Pond,602,1,1,0,0,370,1
Fallacy,10/04/2015 15:12,Leaffson,603,1,1,0,0,2644,1
Fallacy,10/04/2015 15:12,Reflector Pond,603,1,1,0,0,2707,1
KTV 2,10/04/2015 15:12,Leaffson,603,1,1,0,0,3570,1
Shaver,10/04/2015 15:12,Reflector Pond,603,1,1,0,0,3485,1
KTV 2,10/04/2015 15:14,Reflector Pond,603,1,1,0,0,2454,1
KTV 2,10/04/2015 15:14,Reflector Pond,603,1,1,0,0,1480,1
KTV 2,10/04/2015 15:15,Leaffson,603,1,1,0,0,3024,1
KTV 2,10/04/2015 15:15,Leaffson,603,1,1,0,0,2706,1
KTV 2,10/04/2015 15:15,Reflector Pond,603,1,1,0,0,2133,1
Rexus,10/04/2015 15:16,Reflector Pond,603,1,1,0,0,1592,1
Shaver,10/04/2015 15:16,Reflector Pond,610,1,1,0,0,4207,1
Rexus,10/04/2015 15:17,Eastower,602,1,1,0,0,883,1
Fallacy,10/04/2015 15:19,Leaffson,603,1,1,0,0,1380,1
Fallacy,10/04/2015 15:19,Reflector Pond,603,1,1,0,0,1822,1
Rumia,10/04/2015 15:19,Leaffson,603,1,1,0,0,1501,1
Rexus,10/04/2015 15:20,Reflector Pond,602,1,1,0,0,381,1
Rexus,10/04/2015 15:20,Clown Castle,603,1,1,0,0,2050,1
Rexus,10/04/2015 15:20,Leaffson,603,1,1,0,0,2492,1
KTV 2,10/04/2015 15:20,Clown Castle,610,1,1,0,0,4000,1
Rexus,10/04/2015 15:21,Reflector Pond,602,1,1,0,0,736,1
Fallacy,10/04/2015 15:21,Reflector Pond,602,1,1,0,0,569,1
KTV 2,10/04/2015 15:21,Eastower,602,1,1,0,0,9,1
Rumia,10/04/2015 15:21,Eastower,602,1,1,0,0,388,1
KTV 2,10/04/2015 15:21,Leaffson,606,1,1,0,0,3915,1
KTV 2,10/04/2015 15:23,Reflector Pond,602,1,1,0,0,599,1
Rexus,10/04/2015 15:23,Reflector Pond,603,1,1,0,0,1738,1
KTV 2,10/04/2015 15:23,Clown Castle,603,1,1,0,0,3401,1
Shaver,10/04/2015 15:23,Clown Castle,603,1,1,0,0,1006,1
Rexus,10/04/2015 15:23,Reflector Pond,610,1,1,0,0,4169,1
Rexus,10/04/2015 15:24,Clown Castle,602,1,1,0,0,135,1
Rexus,10/04/2015 15:24,Clown Castle,603,1,1,0,0,2701,1
Rumia,10/04/2015 15:24,Clown Castle,603,1,1,0,0,1680,1
Shaver,10/04/2015 15:24,Reflector Pond,603,1,1,0,0,1593,1
Fallacy,10/04/2015 15:24,Reflector Pond,606,1,1,0,0,3881,1
KTV 2,10/04/2015 15:25,Clown Castle,603,1,1,0,0,2335,1
Rumia,10/04/2015 15:26,Eastower,603,1,1,0,0,1132,1
Rumia,10/04/2015 15:26,Reflector Pond,603,1,1,0,0,2922,1
Rumia,10/04/2015 15:27,GLU,602,1,1,0,0,238,1
Shaver,10/04/2015 15:27,Reflector Pond,602,1,1,0,0,177,1
Fallacy,10/04/2015 15:27,Clown Castle,603,1,1,0,0,2788,1
KTV 2,10/04/2015 15:27,Leaffson,603,1,1,0,0,2806,1
Fallacy,10/04/2015 15:28,Clown Castle,602,1,1,0,0,725,1
Rumia,10/04/2015 15:28,Reflector Pond,602,1,1,0,0,110,1
Iclone,10/04/2015 15:28,Eastower,603,1,1,0,0,3766,1
KTV 2,10/04/2015 15:28,Leaffson,603,1,1,0,0,1494,1
Rexus,10/04/2015 15:29,Leaffson,606,1,1,0,0,3905,1
Rexus,10/04/2015 15:30,Reflector Pond,603,1,1,0,0,3444,1
KTV 2,10/04/2015 15:30,Eastower,603,1,1,0,0,2594,1
Rumia,10/04/2015 15:31,Eastower,603,1,0,1,1,2658,1
Fallacy,10/04/2015 15:33,Leaffson,602,1,1,0,0,42,1
Iclone,10/04/2015 15:33,Eastower,603,1,1,0,0,2974,1
Fallacy,10/04/2015 15:33,Reflector Pond,603,1,1,0,0,2000,1
Rumia,10/04/2015 15:33,Leaffson,603,1,1,0,0,2593,1
Rumia,10/04/2015 15:33,Leaffson,606,1,1,0,0,3950,1
Rexus,10/04/2015 15:34,Leaffson,602,1,1,0,0,805,1
Iclone,10/04/2015 15:35,Leaffson,602,1,1,0,0,871,1
Shaver,10/04/2015 15:35,Clown Castle,603,1,1,0,0,1366,1
Rumia,10/04/2015 15:35,Eastower,610,1,1,0,0,4202,1
Fallacy,10/04/2015 15:36,Clown Castle,603,1,1,0,0,1753,1
Fallacy,10/04/2015 15:36,Eastower,603,1,1,0,0,3583,1
Shaver,10/04/2015 15:36,Clown Castle,603,1,1,0,0,2266,1
Rumia,10/04/2015 15:36,Leaffson,606,1,1,0,0,3891,1
Rexus,10/04/2015 15:37,Reflector Pond,603,1,1,0,0,1978,1
Rumia,10/04/2015 15:37,Eastower,603,1,1,0,0,2343,1
KTV 2,10/04/2015 15:37,GLU,610,1,1,0,0,4162,1
Rumia,10/04/2015 15:38,Clown Castle,603,1,1,0,0,2500,1
Rumia,10/04/2015 15:38,Reflector Pond,603,1,1,0,0,2943,1
Shaver,10/04/2015 15:38,Eastower,603,1,1,0,0,3228,1
Rumia,10/04/2015 15:39,Leaffson,603,1,1,0,0,2883,1
Fallacy,10/04/2015 15:40,Reflector Pond,602,1,1,0,0,565,1
Fallacy,10/04/2015 15:40,Reflector Pond,603,1,1,0,0,2318,1
Shaver,10/04/2015 15:40,Eastower,603,1,1,0,0,2964,1
Fallacy,10/04/2015 15:41,GLU,603,1,1,0,0,1128,1
Fallacy,10/04/2015 15:41,Leaffson,603,1,1,0,0,1443,1
Fallacy,10/04/2015 15:41,Reflector Pond,603,1,1,0,0,3105,1
KTV 2,10/04/2015 15:41,Leaffson,603,1,1,0,0,2127,1
KTV 2,10/04/2015 15:41,Eastower,603,1,1,0,0,1926,1
Rumia,10/04/2015 15:41,Reflector Pond,603,1,1,0,0,3157,1
Fallacy,10/04/2015 15:42,Leaffson,603,1,1,0,0,3682,1
KTV 2,10/04/2015 15:42,Clown Castle,603,1,1,0,0,2898,1
Fallacy,10/04/2015 15:42,Reflector Pond,606,1,1,0,0,3883,1
Rexus,10/04/2015 15:42,Eastower,610,1,1,0,0,4209,1
Shaver,10/04/2015 15:43,Clown Castle,602,1,1,0,0,885,1
Fallacy,10/04/2015 15:43,Eastower,603,1,1,0,0,1257,1
Shaver,10/04/2015 15:44,Reflector Pond,602,1,1,0,0,288,1
Iclone,10/04/2015 15:44,Eastower,603,1,1,0,0,1275,1
Rexus,10/04/2015 15:44,Clown Castle,603,1,1,0,0,1964,1
Rumia,10/04/2015 15:44,Leaffson,603,1,1,0,0,1013,1
Fallacy,10/04/2015 15:45,Leaffson,602,1,1,0,0,49,1
Rumia,10/04/2015 15:45,GLU,602,1,1,0,0,33,1
Rumia,10/04/2015 15:45,GLU,603,1,1,0,0,2753,1
Rumia,10/04/2015 15:45,Eastower,603,1,1,0,0,3175,1
Rumia,10/04/2015 15:45,Leaffson,603,1,1,0,0,2423,1
Fallacy,10/04/2015 15:45,Reflector Pond,604,1,1,0,0,3825,1
Rexus,10/04/2015 15:46,Eastower,602,1,1,0,0,493,1
Iclone,10/04/2015 15:46,Reflector Pond,603,1,1,0,0,3713,1
Rexus,10/04/2015 15:46,Leaffson,603,1,1,0,0,2581,1
KTV 2,10/04/2015 15:46,Eastower,603,1,1,0,0,3361,1
Rumia,10/04/2015 15:46,Reflector Pond,603,1,1,0,0,2786,1
Fallacy,10/04/2015 15:46,Leaffson,606,1,1,0,0,3888,1
Rumia,10/04/2015 15:47,Leaffson,602,1,1,0,0,131,1
KTV 2,10/04/2015 15:47,Eastower,603,1,1,0,0,3187,1
Rexus,10/04/2015 15:47,Eastower,610,1,1,0,0,4125,1
Fallacy,10/04/2015 15:48,Eastower,603,1,1,0,0,1581,1
KTV 2,10/04/2015 15:48,Leaffson,603,1,1,0,0,1482,1
KTV 2,10/04/2015 15:48,Reflector Pond,603,1,1,0,0,2401,1
Shaver,10/04/2015 15:48,Reflector Pond,603,1,1,0,0,1267,1
Fallacy,10/04/2015 15:49,Clown Castle,602,1,1,0,0,262,1
Rexus,10/04/2015 15:49,Eastower,603,1,1,0,0,3661,1
Fallacy,10/04/2015 15:49,Leaffson,603,1,1,0,0,3487,1
Fallacy,10/04/2015 15:49,Eastower,603,1,1,0,0,2431,1
Rumia,10/04/2015 15:49,Leaffson,603,1,1,0,0,2721,1
Shaver,10/04/2015 15:49,Eastower,603,1,1,0,0,1918,1
Fallacy,10/04/2015 15:49,Reflector Pond,604,1,1,0,0,3827,1
Rexus,10/04/2015 15:49,Leaffson,610,1,1,0,0,4215,1
KTV 2,10/04/2015 15:49,Reflector Pond,610,1,1,0,0,4200,1
KTV 2,10/04/2015 15:50,Reflector Pond,604,1,1,0,0,3796,1
Fallacy,10/04/2015 15:51,Eastower,602,1,1,0,0,727,1
KTV 2,10/04/2015 15:51,Eastower,602,1,1,0,0,156,1
KTV 2,10/04/2015 15:51,Leaffson,603,1,1,0,0,2211,1
Fallacy,10/04/2015 15:52,Reflector Pond,602,1,1,0,0,482,1
Rexus,10/04/2015 15:52,Eastower,603,1,1,0,0,1207,1
Rexus,10/04/2015 15:52,Reflector Pond,603,1,1,0,0,2926,1
Rumia,10/04/2015 15:53,GLU,603,1,1,0,0,1155,1
KTV 2,10/04/2015 15:54,Reflector Pond,602,1,1,0,0,776,1
KTV 2,10/04/2015 15:54,Leaffson,603,1,1,0,0,3435,1
KTV 2,10/04/2015 15:54,Eastower,603,1,1,0,0,2144,1
Rumia,10/04/2015 15:54,Leaffson,603,1,1,0,0,3532,1
Rumia,10/04/2015 15:54,Reflector Pond,603,1,1,0,0,2432,1
Rexus,10/04/2015 15:55,Leaffson,602,1,1,0,0,686,1
Iclone,10/04/2015 15:56,Eastower,603,1,1,0,0,3380,1
KTV 2,10/04/2015 15:56,GLU,603,1,1,0,0,3071,1
KTV 2,10/04/2015 15:56,Reflector Pond,603,1,1,0,0,3242,1
Shaver,10/04/2015 15:56,Clown Castle,610,1,1,0,0,4018,1
Rexus,10/04/2015 15:57,Clown Castle,603,1,1,0,0,2301,1
Rumia,10/04/2015 15:57,Eastower,603,1,1,0,0,2028,1
Iclone,10/04/2015 15:58,Leaffson,602,1,1,0,0,232,1
Fallacy,10/04/2015 15:58,Leaffson,602,1,1,0,0,664,1
Rexus,10/04/2015 15:58,Reflector Pond,603,1,1,0,0,3394,1
Fallacy,10/04/2015 15:58,Eastower,603,1,1,0,0,1884,1
Shaver,10/04/2015 15:58,Reflector Pond,603,1,1,0,0,3321,1
Fallacy,10/04/2015 15:58,Clown Castle,604,1,1,0,0,3840,1
Rumia,10/04/2015 15:58,Leaffson,606,1,1,0,0,3852,1
Iclone,10/04/2015 15:58,Leaffson,610,1,1,0,0,4090,1
KTV 2,10/04/2015 15:59,Clown Castle,602,1,1,0,0,215,1
Rexus,10/04/2015 15:59,Eastower,603,1,1,0,0,3615,1
KTV 2,10/04/2015 15:59,Eastower,603,1,1,0,0,1519,1
KTV 2,10/04/2015 15:59,Clown Castle,603,1,1,0,0,1741,1
Rumia,10/04/2015 16:00,Eastower,602,1,1,0,0,286,1
Iclone,10/04/2015 16:00,Leaffson,603,1,1,0,0,926,1
Fallacy,10/04/2015 16:00,Reflector Pond,603,1,1,0,0,1105,1
Iclone,10/04/2015 16:01,Reflector Pond,602,1,1,0,0,737,1
KTV 2,10/04/2015 16:01,Eastower,602,1,1,0,0,890,1
Fallacy,10/04/2015 16:01,Reflector Pond,603,1,0,1,1,1009,1
Iclone,10/04/2015 16:02,Leaffson,602,1,1,0,0,777,1
Rexus,10/04/2015 16:02,Reflector Pond,602,1,1,0,0,4,1
Rumia,10/04/2015 16:02,Reflector Pond,602,1,1,0,0,729,1
Rexus,10/04/2015 16:02,Leaffson,603,1,1,0,0,2784,1
KTV 2,10/04/2015 16:02,Clown Castle,606,1,1,0,0,3976,1
KTV 2,10/04/2015 16:03,Clown Castle,602,1,1,0,0,667,1
Rumia,10/04/2015 16:03,GLU,602,1,1,0,0,527,1
Fallacy,10/04/2015 16:03,Clown Castle,603,1,1,0,0,3061,1
Fallacy,10/04/2015 16:03,Leaffson,603,1,1,0,0,3608,1
Fallacy,10/04/2015 16:03,Reflector Pond,603,1,1,0,0,3021,1
KTV 2,10/04/2015 16:03,Eastower,603,1,1,0,0,1549,1
KTV 2,10/04/2015 16:03,Reflector Pond,603,1,1,0,0,1467,1
Rumia,10/04/2015 16:03,Clown Castle,603,1,1,0,0,1114,1
Shaver,10/04/2015 16:03,Reflector Pond,606,1,1,0,0,3877,1
Rexus,10/04/2015 16:05,Reflector Pond,603,1,1,0,0,2867,1
Iclone,10/04/2015 16:06,Clown Castle,603,1,1,0,0,2754,1
Shaver,10/04/2015 16:06,Eastower,603,1,1,0,0,3561,1
Rexus,10/04/2015 16:07,Reflector Pond,603,1,1,0,0,2507,1
Shaver,10/04/2015 16:08,Reflector Pond,603,1,1,0,0,3001,1
Rumia,10/04/2015 16:09,Eastower,603,1,1,0,0,3546,1
Rumia,10/04/2015 16:09,Clown Castle,603,1,1,0,0,3199,1
Fallacy,10/04/2015 16:10,Clown Castle,602,1,1,0,0,544,1
Iclone,10/04/2015 16:10,Reflector Pond,603,1,1,0,0,2467,1
Rexus,10/04/2015 16:10,Clown Castle,603,1,1,0,0,2977,1
Rexus,10/04/2015 16:13,Leaffson,603,1,1,0,0,1390,1
Fallacy,10/04/2015 16:13,Clown Castle,603,1,1,0,0,1488,1
Fallacy,10/04/2015 16:13,Clown Castle,603,1,1,0,0,3358,1
Rexus,10/04/2015 16:14,Leaffson,602,1,1,0,0,20,1
KTV 2,10/04/2015 16:14,Eastower,602,1,1,0,0,334,1
KTV 2,10/04/2015 16:14,Reflector Pond,603,1,1,0,0,3574,1
Rumia,10/04/2015 16:14,Clown Castle,603,1,1,0,0,2813,1
KTV 2,10/04/2015 16:15,Eastower,603,1,1,0,0,1893,1
Rumia,10/04/2015 16:15,Leaffson,603,1,1,0,0,1319,1
Rumia,10/04/2015 16:15,Eastower,603,1,1,0,0,3265,1
Shaver,10/04/2015 16:15,Clown Castle,603,1,1,0,0,2014,1
KTV 2,10/04/2015 16:15,Clown Castle,610,1,1,0,0,4132,1
Iclone,10/04/2015 16:16,Clown Castle,602,1,1,0,0,152,1
Fallacy,10/04/2015 16:16,Clown Castle,603,1,1,0,0,1022,1
Rumia,10/04/2015 16:16,Eastower,603,1,0,1,1,1729,1
Fallacy,10/04/2015 16:16,Leaffson,606,1,1,0,0,3871,1
Fallacy,10/04/2015 16:16,Leaffson,606,1,1,0,0,3921,1
Rexus,10/04/2015 16:17,Leaffson,603,1,1,0,0,2419,1
Fallacy,10/04/2015 16:17,Leaffson,603,1,1,0,0,1571,1
Rexus,10/04/2015 16:18,Eastower,603,1,1,0,0,1654,1
Shaver,10/04/2015 16:18,Leaffson,603,1,1,0,0,3022,1
Fallacy,10/04/2015 16:18,Reflector Pond,606,1,1,0,0,3866,1
KTV 2,10/04/2015 16:19,Clown Castle,603,1,1,0,0,3337,1
Rexus,10/04/2015 16:19,Clown Castle,610,1,1,0,0,4088,1
Fallacy,10/04/2015 16:20,Clown Castle,603,1,1,0,0,3301,1
KTV 2,10/04/2015 16:20,Leaffson,610,1,1,0,0,4161,1
Rexus,10/04/2015 16:21,Clown Castle,603,1,1,0,0,3482,1
Fallacy,10/04/2015 16:21,Leaffson,603,1,1,0,0,1381,1
Rumia,10/04/2015 16:21,Clown Castle,603,1,1,0,0,1947,1
Rumia,10/04/2015 16:21,Reflector Pond,603,1,1,0,0,1369,1
Fallacy,10/04/2015 16:22,Leaffson,603,1,1,0,0,976,1
Fallacy,10/04/2015 16:22,Leaffson,603,1,1,0,0,2291,1
KTV 2,10/04/2015 16:22,Reflector Pond,603,1,1,0,0,2524,1
Shaver,10/04/2015 16:22,GLU,603,1,1,0,0,3376,1
Shaver,10/04/2015 16:23,Clown Castle,603,1,1,0,0,1223,1
Fallacy,10/04/2015 16:24,Reflector Pond,602,1,1,0,0,88,1
Fallacy,10/04/2015 16:25,Reflector Pond,603,1,1,0,0,2047,1
Rumia,10/04/2015 16:25,Leaffson,603,1,1,0,0,3523,1
Shaver,10/04/2015 16:25,Reflector Pond,603,1,1,0,0,3335,1
Rexus,10/04/2015 16:26,Eastower,602,1,1,0,0,264,1
Rexus,10/04/2015 16:26,Reflector Pond,603,1,1,0,0,3092,1
Fallacy,10/04/2015 16:26,Leaffson,603,1,1,0,0,1326,1
Iclone,10/04/2015 16:27,Eastower,602,1,1,0,0,807,1
Fallacy,10/04/2015 16:27,Leaffson,603,1,1,0,0,1008,1
Fallacy,10/04/2015 16:27,Eastower,603,1,1,0,0,1058,1
Fallacy,10/04/2015 16:27,Clown Castle,603,1,1,0,0,1701,1
Rumia,10/04/2015 16:27,Clown Castle,603,1,1,0,0,3516,1
Iclone,10/04/2015 16:28,Leaffson,602,1,1,0,0,846,1
Iclone,10/04/2015 16:28,Leaffson,603,1,1,0,0,3414,1
Fallacy,10/04/2015 16:28,Leaffson,603,1,1,0,0,2680,1
Rumia,10/04/2015 16:28,Leaffson,603,1,1,0,0,2259,1
Rumia,10/04/2015 16:28,Eastower,603,1,1,0,0,1470,1
Shaver,10/04/2015 16:28,Reflector Pond,603,1,1,0,0,2426,1
Rumia,10/04/2015 16:29,Clown Castle,603,1,1,0,0,3031,1
Rumia,10/04/2015 16:29,Clown Castle,603,1,1,0,0,2189,1
Shaver,10/04/2015 16:29,Eastower,603,1,1,0,0,1051,1
Shaver,10/04/2015 16:30,Reflector Pond,602,1,1,0,0,196,1
Iclone,10/04/2015 16:30,Clown Castle,603,1,1,0,0,3579,1
Rumia,10/04/2015 16:30,Reflector Pond,603,1,1,0,0,2369,1
Rumia,10/04/2015 16:31,Leaffson,603,1,1,0,0,1839,1
KTV 2,10/04/2015 16:32,Reflector Pond,602,1,1,0,0,346,1
KTV 2,10/04/2015 16:32,Eastower,606,1,1,0,0,3966,1
KTV 2,10/04/2015 16:33,GLU,603,1,1,0,0,1252,1
KTV 2,10/04/2015 16:33,Reflector Pond,603,1,1,0,0,1952,1
KTV 2,10/04/2015 16:33,Reflector Pond,603,1,1,0,0,1061,1
KTV 2,10/04/2015 16:34,Reflector Pond,602,1,1,0,0,606,1
Rexus,10/04/2015 16:34,Leaffson,603,1,1,0,0,2987,1
Fallacy,10/04/2015 16:34,Eastower,603,1,1,0,0,1667,1
Fallacy,10/04/2015 16:34,Reflector Pond,603,1,1,0,0,2337,1
Fallacy,10/04/2015 16:34,Reflector Pond,603,1,1,0,0,2632,1
Rumia,10/04/2015 16:34,Leaffson,603,1,1,0,0,2981,1
KTV 2,10/04/2015 16:34,Eastower,610,1,1,0,0,4047,1
Rexus,10/04/2015 16:35,GLU,602,1,0,1,1,64,1
KTV 2,10/04/2015 16:35,Eastower,603,1,1,0,0,1907,1
Rumia,10/04/2015 16:35,Eastower,603,1,1,0,0,3688,1
Fallacy,10/04/2015 16:36,GLU,603,1,1,0,0,2386,1
Shaver,10/04/2015 16:36,Leaffson,603,1,1,0,0,3562,1
Fallacy,10/04/2015 16:36,Reflector Pond,604,1,1,0,0,3837,1
Rexus,10/04/2015 16:37,Leaffson,603,1,1,0,0,1225,1
Iclone,10/04/2015 16:38,Reflector Pond,603,1,1,0,0,2527,1
Rexus,10/04/2015 16:38,Leaffson,604,1,1,0,0,3822,1
Rumia,10/04/2015 16:39,Reflector Pond,602,1,1,0,0,251,1
Rexus,10/04/2015 16:39,Clown Castle,603,1,1,0,0,1414,1
Rumia,10/04/2015 16:39,Eastower,603,1,1,0,0,2411,1
Iclone,10/04/2015 16:40,GLU,603,1,1,0,0,3085,1
Rumia,10/04/2015 16:40,Reflector Pond,603,1,1,0,0,1640,1
Iclone,10/04/2015 16:40,Eastower,606,1,1,0,0,3968,1
Rumia,10/04/2015 16:40,GLU,606,1,1,0,0,3938,1
Rexus,10/04/2015 16:41,Clown Castle,602,1,1,0,0,10,1
Rumia,10/04/2015 16:41,Eastower,602,1,1,0,0,526,1
Iclone,10/04/2015 16:41,Leaffson,603,1,1,0,0,1963,1
Iclone,10/04/2015 16:41,Eastower,603,1,1,0,0,1704,1
Iclone,10/04/2015 16:42,Eastower,603,1,1,0,0,2843,1
Fallacy,10/04/2015 16:42,Eastower,603,1,1,0,0,2850,1
KTV 2,10/04/2015 16:42,Clown Castle,603,1,1,0,0,1936,1
Rumia,10/04/2015 16:42,Leaffson,603,1,1,0,0,1185,1
Rumia,10/04/2015 16:42,Leaffson,603,1,1,0,0,3011,1
Fallacy,10/04/2015 16:43,Reflector Pond,602,1,1,0,0,615,1
Fallacy,10/04/2015 16:43,Reflector Pond,602,1,1,0,0,176,1
KTV 2,10/04/2015 16:43,Reflector Pond,602,1,1,0,0,534,1
Rexus,10/04/2015 16:43,Eastower,603,1,1,0,0,1942,1
Rumia,10/04/2015 16:43,Reflector Pond,603,1,0,1,1,1662,1
Rexus,10/04/2015 16:43,Reflector Pond,606,1,1,0,0,3969,1
Fallacy,10/04/2015 16:43,Reflector Pond,610,1,1,0,0,4164,1
Rexus,10/04/2015 16:44,Eastower,603,1,1,0,0,3636,1
Fallacy,10/04/2015 16:44,Reflector Pond,603,1,1,0,0,2740,1
KTV 2,10/04/2015 16:44,Reflector Pond,603,1,1,0,0,3658,1
Rexus,10/04/2015 16:44,Clown Castle,610,1,1,0,0,4248,1
KTV 2,10/04/2015 16:45,Reflector Pond,602,1,1,0,0,673,1
Rexus,10/04/2015 16:45,GLU,603,1,1,0,0,3086,1
Fallacy,10/04/2015 16:45,Eastower,603,1,0,1,1,2198,1
KTV 2,10/04/2015 16:45,Leaffson,603,1,1,0,0,953,1
Fallacy,10/04/2015 16:46,Clown Castle,603,1,1,0,0,923,1
Fallacy,10/04/2015 16:46,Reflector Pond,603,1,1,0,0,2308,1
Rumia,10/04/2015 16:46,Leaffson,606,1,1,0,0,3954,1
Rumia,10/04/2015 16:47,Clown Castle,602,1,1,0,0,336,1
Fallacy,10/04/2015 16:47,Clown Castle,603,1,1,0,0,2143,1
KTV 2,10/04/2015 16:47,Reflector Pond,603,1,1,0,0,1594,1
Rexus,10/04/2015 16:47,Reflector Pond,610,1,1,0,0,4054,1
Iclone,10/04/2015 16:48,Eastower,610,1,1,0,0,4245,1
Rexus,10/04/2015 16:49,Reflector Pond,602,1,1,0,0,94,1
KTV 2,10/04/2015 16:49,Eastower,603,1,1,0,0,1576,1
Rumia,10/04/2015 16:49,Reflector Pond,603,1,1,0,0,3472,1
KTV 2,10/04/2015 16:50,Reflector Pond,602,1,1,0,0,761,1
Rexus,10/04/2015 16:50,Eastower,603,1,1,0,0,977,1
Rexus,10/04/2015 16:50,Reflector Pond,606,1,1,0,0,3870,1
Rexus,10/04/2015 16:51,Clown Castle,602,1,1,0,0,560,1
KTV 2,10/04/2015 16:51,Clown Castle,602,1,1,0,0,487,1
Iclone,10/04/2015 16:51,Clown Castle,603,1,0,1,1,3285,1
Rexus,10/04/2015 16:51,Clown Castle,603,1,1,0,0,3599,1
KTV 2,10/04/2015 16:51,Eastower,603,1,1,0,0,1793,1
Shaver,10/04/2015 16:51,Reflector Pond,603,1,1,0,0,1539,1
Iclone,10/04/2015 16:52,Eastower,602,1,1,0,0,823,1
Fallacy,10/04/2015 16:52,Reflector Pond,603,1,1,0,0,1768,1
KTV 2,10/04/2015 16:52,Reflector Pond,603,1,1,0,0,1172,1
Rumia,10/04/2015 16:52,Eastower,610,1,1,0,0,4235,1
Rumia,10/04/2015 16:53,Eastower,602,1,1,0,0,401,1
KTV 2,10/04/2015 16:53,GLU,603,1,1,0,0,3124,1
Rumia,10/04/2015 16:53,Eastower,603,1,1,0,0,1940,1
Rexus,10/04/2015 16:54,Leaffson,603,1,1,0,0,2484,1
Rumia,10/04/2015 16:54,Reflector Pond,603,1,1,0,0,2597,1
Rumia,10/04/2015 16:55,Clown Castle,602,1,1,0,0,356,1
Rexus,10/04/2015 16:56,Leaffson,603,1,1,0,0,2435,1
Fallacy,10/04/2015 16:56,Reflector Pond,603,1,1,0,0,3638,1
Rexus,10/04/2015 16:57,Clown Castle,603,1,1,0,0,3241,1
KTV 2,10/04/2015 16:57,GLU,603,1,1,0,0,3588,1
Rumia,10/04/2015 16:58,GLU,603,1,1,0,0,3359,1
Fallacy,10/04/2015 16:58,Leaffson,610,1,1,0,0,4189,1
Fallacy,10/04/2015 16:59,Eastower,602,1,1,0,0,659,1
